userId,movieId,rating,timestamp
759,200000,4.5,1600000000
306,200000,4.9,1600000000
820,200000,3.6,1600000000
965,200000,4.9,1600000000
251,200000,3.7,1600000000
428,200000,4.6,1600000000
48,200000,3.5,1600000000
765,200000,5.0,1600000000
424,200000,3.5,1600000000
519,200000,4.0,1600000000
910,200000,4.2,1600000000
462,200000,3.5,1600000000
384,200000,4.0,1600000000
24,200000,4.8,1600000000
258,200000,3.8,1600000000
983,200000,3.8,1600000000
670,200000,4.9,1600000000
964,200000,4.1,1600000000
105,200000,4.8,1600000000
954,200000,4.7,1600000000
479,200000,4.9,1600000000
637,200000,3.7,1600000000
966,200000,4.2,1600000000
296,200000,3.7,1600000000
376,200000,4.5,1600000000
171,200000,4.5,1600000000
488,200000,4.1,1600000000
254,200000,3.6,1600000000
328,200000,4.1,1600000000
510,200000,4.4,1600000000
665,200000,4.1,1600000000
667,200000,4.6,1600000000
522,200000,3.9,1600000000
907,200000,4.2,1600000000
71,200000,4.4,1600000000
461,200000,4.5,1600000000
727,200000,4.3,1600000000
49,200000,4.8,1600000000
355,200000,5.0,1600000000
615,200000,4.4,1600000000
594,200000,4.7,1600000000
157,200000,3.9,1600000000
616,200000,3.7,1600000000
421,200000,4.9,1600000000
103,200000,4.1,1600000000
60,200000,4.4,1600000000
89,200000,4.4,1600000000
469,200000,3.7,1600000000
30,200000,4.5,1600000000
643,200000,4.7,1600000000
221,200000,4.9,1600000000
273,200000,3.7,1600000000
564,200000,4.9,1600000000
16,200000,4.8,1600000000
751,200000,4.6,1600000000
18,200000,4.6,1600000000
2,200000,4.5,1600000000
696,200000,4.9,1600000000
442,200000,4.3,1600000000
316,200000,4.2,1600000000
662,200000,4.9,1600000000
319,200000,3.9,1600000000
272,200001,4.1,1600000000
565,200001,3.7,1600000000
32,200001,4.0,1600000000
174,200001,4.5,1600000000
589,200001,4.2,1600000000
96,200001,3.7,1600000000
813,200001,4.6,1600000000
641,200001,4.2,1600000000
787,200001,4.0,1600000000
202,200001,4.2,1600000000
559,200001,5.0,1600000000
142,200001,4.5,1600000000
384,200001,5.0,1600000000
45,200001,4.7,1600000000
555,200001,4.7,1600000000
738,200001,4.6,1600000000
788,200001,3.6,1600000000
273,200001,3.9,1600000000
264,200001,4.9,1600000000
75,200001,4.3,1600000000
776,200001,4.3,1600000000
574,200001,4.7,1600000000
839,200001,4.2,1600000000
647,200001,4.4,1600000000
602,200001,4.8,1600000000
654,200001,3.6,1600000000
742,200001,3.8,1600000000
143,200001,4.7,1600000000
792,200001,5.0,1600000000
335,200001,4.5,1600000000
126,200001,4.2,1600000000
854,200001,3.9,1600000000
500,200001,4.5,1600000000
838,200001,3.8,1600000000
127,200001,4.2,1600000000
395,200001,4.3,1600000000
633,200001,4.7,1600000000
688,200001,4.9,1600000000
160,200001,4.2,1600000000
123,200001,4.2,1600000000
670,200001,4.0,1600000000
892,200001,4.1,1600000000
860,200001,3.8,1600000000
640,200001,4.4,1600000000
112,200001,3.5,1600000000
415,200001,3.6,1600000000
662,200001,4.9,1600000000
749,200001,4.9,1600000000
729,200001,3.5,1600000000
530,200001,4.0,1600000000
459,200001,4.5,1600000000
976,200001,3.9,1600000000
226,200001,3.8,1600000000
291,200001,3.9,1600000000
124,200001,3.9,1600000000
580,200001,4.3,1600000000
667,200001,4.7,1600000000
679,200001,4.6,1600000000
862,200001,4.2,1600000000
362,200001,5.0,1600000000
262,200001,4.9,1600000000
993,200001,4.9,1600000000
661,200001,4.2,1600000000
341,200001,4.7,1600000000
550,200001,3.9,1600000000
923,200001,4.6,1600000000
463,200001,3.6,1600000000
255,200001,4.8,1600000000
56,200001,3.7,1600000000
369,200001,4.9,1600000000
151,200001,4.2,1600000000
903,200001,3.8,1600000000
545,200001,4.5,1600000000
293,200001,4.8,1600000000
15,200002,4.0,1600000000
336,200002,4.5,1600000000
386,200002,4.2,1600000000
393,200002,4.0,1600000000
873,200002,3.5,1600000000
80,200002,4.4,1600000000
781,200002,3.6,1600000000
20,200002,3.6,1600000000
85,200002,4.7,1600000000
137,200002,4.3,1600000000
323,200002,4.0,1600000000
549,200002,4.9,1600000000
215,200002,4.4,1600000000
278,200002,3.6,1600000000
694,200002,3.8,1600000000
518,200002,4.4,1600000000
246,200002,3.9,1600000000
225,200002,5.0,1600000000
402,200002,4.0,1600000000
528,200002,4.6,1600000000
592,200002,4.3,1600000000
218,200002,5.0,1600000000
18,200002,4.4,1600000000
655,200002,5.0,1600000000
51,200002,3.9,1600000000
861,200002,4.1,1600000000
564,200002,4.5,1600000000
855,200002,3.6,1600000000
787,200002,4.9,1600000000
605,200002,3.8,1600000000
181,200002,3.9,1600000000
56,200002,4.9,1600000000
183,200002,4.0,1600000000
527,200002,4.0,1600000000
951,200002,3.8,1600000000
332,200002,4.6,1600000000
210,200002,4.1,1600000000
601,200002,4.9,1600000000
595,200002,3.8,1600000000
846,200002,3.9,1600000000
488,200002,3.6,1600000000
577,200002,4.6,1600000000
400,200002,4.9,1600000000
169,200002,4.1,1600000000
819,200002,5.0,1600000000
104,200002,4.5,1600000000
76,200002,3.9,1600000000
604,200002,4.9,1600000000
96,200002,4.3,1600000000
450,200002,3.6,1600000000
581,200002,4.4,1600000000
489,200002,3.8,1600000000
84,200002,4.5,1600000000
837,200002,4.1,1600000000
941,200002,3.7,1600000000
571,200002,4.4,1600000000
913,200002,4.7,1600000000
561,200002,4.7,1600000000
628,200002,3.9,1600000000
899,200002,4.0,1600000000
915,200002,4.3,1600000000
884,200002,3.8,1600000000
763,200002,4.4,1600000000
335,200002,4.7,1600000000
945,200002,4.7,1600000000
847,200002,4.4,1600000000
348,200002,3.6,1600000000
429,200002,3.9,1600000000
23,200002,4.1,1600000000
997,200002,4.2,1600000000
922,200002,4.2,1600000000
239,200002,4.5,1600000000
913,200003,4.7,1600000000
488,200003,4.1,1600000000
357,200003,4.6,1600000000
853,200003,4.3,1600000000
551,200003,3.9,1600000000
605,200003,4.1,1600000000
483,200003,4.7,1600000000
232,200003,4.1,1600000000
891,200003,4.2,1600000000
957,200003,4.3,1600000000
976,200003,4.2,1600000000
133,200003,3.9,1600000000
882,200003,4.5,1600000000
162,200003,4.4,1600000000
452,200003,3.7,1600000000
730,200003,4.5,1600000000
872,200003,4.6,1600000000
292,200003,4.0,1600000000
166,200003,4.9,1600000000
962,200003,4.5,1600000000
236,200003,4.1,1600000000
279,200003,4.4,1600000000
597,200003,4.2,1600000000
313,200003,3.5,1600000000
830,200003,3.9,1600000000
407,200003,4.3,1600000000
350,200003,3.8,1600000000
196,200003,3.6,1600000000
637,200003,4.3,1600000000
391,200003,4.5,1600000000
117,200003,4.6,1600000000
909,200003,3.5,1600000000
677,200003,5.0,1600000000
379,200003,5.0,1600000000
528,200003,3.8,1600000000
792,200003,4.0,1600000000
911,200003,4.6,1600000000
191,200004,3.7,1600000000
222,200004,3.7,1600000000
512,200004,4.6,1600000000
406,200004,3.6,1600000000
226,200004,4.6,1600000000
441,200004,3.9,1600000000
485,200004,4.6,1600000000
214,200004,4.6,1600000000
613,200004,4.2,1600000000
606,200004,3.9,1600000000
209,200004,3.7,1600000000
969,200004,4.8,1600000000
265,200004,3.8,1600000000
24,200004,3.7,1600000000
537,200004,3.5,1600000000
921,200004,4.8,1600000000
420,200004,4.5,1600000000
300,200004,4.6,1600000000
883,200004,4.4,1600000000
835,200004,4.0,1600000000
971,200004,3.9,1600000000
644,200004,4.9,1600000000
292,200004,4.1,1600000000
515,200004,4.2,1600000000
475,200004,4.3,1600000000
410,200004,5.0,1600000000
615,200005,4.4,1600000000
159,200005,4.8,1600000000
235,200005,4.3,1600000000
951,200005,4.8,1600000000
