userId,movieId,rating,timestamp
3,201953,4.3,1604036926
13,200693,3.9,1603932570
42,200140,4.7,1606647060
45,201106,2.6,1608659208
14,201485,2.7,1604364765
33,200427,4.3,1601654586
39,201790,3.7,1604799557
30,200882,2.8,1606787020
29,200947,4.5,1608594107
49,200136,3.7,1601456171
9,200875,4.7,1603733946
43,200920,4.9,1605234128
3,201691,4.1,1609052028
11,201648,2.7,1601779815
6,200269,3.9,1604874165
37,200800,3.3,1600136702
14,200298,3.1,1601642709
23,201490,3.1,1604006946
3,201174,3.0,1605351292
48,201506,3.6,1608386890
11,200026,4.0,1607474159
27,200857,3.3,1603247994
47,201039,3.5,1605355689
12,201102,3.6,1601583364
34,201702,4.4,1607004812
5,200034,2.9,1603453264
32,201948,4.4,1606464685
29,200626,3.5,1605231157
4,200988,5.0,1606822194
40,201882,3.4,1604785282
38,201496,4.2,1609659069
8,200935,3.6,1604744110
12,200722,3.6,1609052151
23,200257,3.3,1604940635
43,201959,3.7,1608209499
47,200428,3.0,1609908155
11,200865,4.5,1604115465
15,201980,3.9,1600498863
45,201271,4.6,1605932471
9,201945,3.1,1601460682
6,200383,2.8,1600365368
12,200030,4.9,1603270211
38,200319,4.0,1604249411
30,201803,3.4,1604717560
39,201160,3.0,1605259123
25,200174,3.5,1604098465
29,201872,3.7,1603526772
21,201813,2.9,1609685217
34,201777,3.1,1608575093
43,200401,3.4,1600523282
21,201644,4.2,1603068961
36,201733,3.5,1609532362
6,200658,3.2,1608100253
41,201540,4.3,1602080498
6,201650,3.8,1607133613
29,201486,2.9,1604562827
31,201102,3.3,1606961791
19,201022,3.8,1604055620
47,201912,4.3,1608233504
11,200335,4.8,1606292117
45,201969,4.8,1602569280
18,200293,3.5,1607923274
29,201447,3.4,1604777831
12,200542,4.9,1602554146
9,201319,4.5,1600075844
15,200400,3.6,1604893406
36,200878,4.2,1609369104
24,200573,4.2,1606873943
20,201287,3.5,1602463583
15,201580,3.0,1602304711
43,200619,4.5,1603037966
26,200787,2.9,1606053524
41,201314,4.6,1601164826
50,200726,3.5,1601992555
46,200252,3.0,1609408572
18,200797,3.1,1605228926
24,200482,4.3,1602177718
28,200579,4.5,1602841555
28,200691,4.1,1607252167
46,200283,4.5,1607595669
41,201233,4.0,1601961819
24,201636,3.0,1602775566
6,201409,3.9,1600933455
9,201472,4.9,1602989723
12,201087,3.5,1605612430
39,201894,4.5,1602313482
27,200806,3.0,1600743181
27,201393,2.6,1606858102
41,200200,5.0,1607334672
25,200069,4.9,1609820835
